Product_key	Название товара	Название бренда	Группа товара
9606_84_184	"Книга серия Школа живописи Мартин Д. ""Учимся смешивать цвета"""	изд. АСТ	Литература-Практические руководства по живописи и рисунку-Основы
9607_38_3	"Кисть синтетика круглая ""Artisan""  серия 5522 №04"	Winsor&Newton	Кисти-Масло-Синтетика
9608_38_3	"Кисть синтетика круглая ""Artisan""  серия 5522 №06"	Winsor&Newton	Кисти-Масло-Синтетика
9609_161_331	Мольберт студийный металлич., 2-х стоечный, черный	Fome s.r.l.	Мольберты-Станковые
9610_32_155	"Краска по свет.ткани ""Tex Sunny"" белый цв.№90911 банка 20мл"	Kreul	ДПИ-Направления-Ткань-краски, контуры
9611_6_120	"Карандаш для набросков ""Artists"", водоразмыв., НВ"	Daler-rowney	Графические материалы-акварельные-штуки
9612_96_197	Поталь: имитация сусального золота, 150ммх25м, толщина 3 мкм, ролик	Nazionale	Золочение и реставрация-Поталь
9613_6_32	"Бумага рисовальная 150г/кв.м, 210х297мм ""Canford"" серебряный"	Daler-rowney	Бумага рисовальная-листы
9614_63_138	"Маркер для текстиля ""Edding 4600"", d:1мм, голубой"	Edding	Графические материалы-маркеры-маркеры
9615_63_138	"Маркер для текстиля ""Edding 4600"", d:1мм, неоновый желтый"	Edding	Графические материалы-маркеры-маркеры
9616_8_10	"Бумага рисовальная 120г/кв.м, 500х700мм ""MAYA"" небесно-голубой"	Clairfontaine	Бумага-вывод- из серий_Уценка группы
9617_8_10	"Бумага рисовальная 120г/кв.м, 500х700мм ""MAYA"" синий"	Clairfontaine	Бумага-вывод- из серий_Уценка группы
9618_8_10	"Бумага рисовальная 120г/кв.м, 500х700мм ""MAYA"" темно-зеленый"	Clairfontaine	Бумага-вывод- из серий_Уценка группы
9619_46_99	Мозаика стеклянная круглая светло-голубой №08 210г	Rayher	ДПИ-Направления-Мозаика, смальта-тессеры, наборы
9620_8_123	"Бумага пастельная 160г/кв.м, 500х650мм ""Etival"" (100% хлопок) темно-серый"	Clairfontaine	Бумага пастель-листы-профи
9621_38_192	Акварель Artists, кювета 2.5мл, сер.1, цв.№319, индийский желтый	Winsor&Newton	Живопись-акварель-тубы/кюветы
9622_159_392	Пигмент охра золотистая, банка п/э 75мл, 40гр	ИП Кочергин Д.В.	Живопись-пигменты-банки-Кочергин
9623_38_56	"Уайт-спирит для масла ""Artists White Spirit"", флакон стекло 75мл"	Winsor&Newton	ВС масло растворители очистители
9624_3_167	Холст на подрамнике, крупнозернистый 30х40см, хлопок-45, лён-55,  акриловый	Сонет	Основы-холст на подрамнике-Студенческий-Смешанный
9625_3_296	Холст на подрамнике, крупнозернистый 40х50см,  хлопок 100% акриловый	Сонет	Основы-холст на подрамнике-Студенческий-Хлопок
9626_112_138	"Маркер ""Copic Wide"", пустой"	COPIC Markers	Графические материалы-маркеры-маркеры
9627_112_311	"Чернила сменные для маркера ""Copic"" , черный  (цв. 100)"	COPIC Markers	Графические материалы-маркеры-чернила 
9628_38_70	Тушь, банка 14мл, цв.№203, малиновый	Winsor&Newton	Графические материалы-тушь-тубы, банки
9629_38_70	Тушь, банка 14мл, цв.№617, серебро	Winsor&Newton	Графические материалы-тушь-тубы, банки
9630_2_70	Тушь концентр-я, туба 46мл, зелёный	Гамма	Графические материалы-тушь-тубы, банки
9631_38_312	"Акрил ""Galeria"", туба 60мл, сер.1, цв.№294, зеленый золотой"	Winsor&Newton	Живопись-Акрил проф -Galeria WN
9632_38_312	"Акрил ""Galeria"", туба 60мл, сер.1, цв.№386, марс черный"	Winsor&Newton	Живопись-Акрил проф -Galeria WN
9633_16_73	"Пастель сухая ""Artisti"", (№27) небесно-голубой"	Ferrario	Графические материалы-пастель-сухая
9634_38_312	"Акрил ""Galeria"", 200мл, сер.1, цв.№203, малиновый"	Winsor&Newton	Живопись-Акрил проф -Galeria WN
9635_38_312	"Акрил ""Galeria"", 200мл, сер.1, цв.№422, неаполитанский желтый"	Winsor&Newton	Живопись-Акрил проф -Galeria WN
9636_20_4	Кисть синтетика круглая серия 3003-1 №10	ХМ	Кисти-Акварель-Синтетика
9637_164_401	"Книга ""Новая история фотографии"" под.редакцией М. Фризо"	Изд. Mashina	Литература-Фотография-Общие труды
9638_16_224	"Акрил ""Creative"", аэрозоль 400мл, металлик, красный (цв.№502)"	Ferrario	Живопись-Акрил аэрозоль Ferrario Artist's
9639_54_130	"Чернограф.карандаш 4B ""Rembrandt sketching"""	Lyra	Графические материалы-чернографитовые-штуки
9640_8_32	"Бумага рисовальная 120г/кв.м, 500х700мм ""MAYA"" кремовый"	Clairfontaine	Бумага рисовальная-листы
9641_56_72	"Краска по стеклу ""Decor Glass"" цв.№ 496 изумрудный банка 15мл"	Marabu	ДПИ-Направления-Стекло-Краски, контуры
9642_161_297	Мольберт металич.на буковых ножках	Fome s.r.l.	Мольберты-Треноги
